Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Grant - FriendshipWorks,https://www.crunchbase.com/funding_round/friendshipworks-grant--320951e4,FriendshipWorks,https://www.crunchbase.com/organization/friendshipworks,Grant,50000,USD,50000,2018-12-26,"Association, Communities, Health Care, Non Profit","Boston, Massachusetts, United States, North America",,1,
Pre Seed Round - Stock Market Sensei,https://www.crunchbase.com/funding_round/stock-market-sensei-pre-seed--455027dc,Stock Market Sensei,https://www.crunchbase.com/organization/stock-market-sensei,Pre-Seed,,,,2018-12-30,"Analytics, Artificial Intelligence, CRM, Crowdfunding, Education, Finance, Financial Services, Machine Learning, Personal Finance","Boston, Massachusetts, United States, North America",,1,Seed
Pre Seed Round - Surround Insurance,https://www.crunchbase.com/funding_round/surround-insurance-pre-seed--e622154e,Surround Insurance,https://www.crunchbase.com/organization/surround-insurance,Pre-Seed,,,,2018-12-31,"Financial Services, FinTech, Insurance, InsurTech","Cambridge, Massachusetts, United States, North America",,2,Seed
Seed Round - Stability Health,https://www.crunchbase.com/funding_round/stability-health-seed--e6df7e5b,Stability Health,https://www.crunchbase.com/organization/stability-health,Seed,2500000,USD,2500000,2018-12-31,"Health Care, Information Technology","Worcester, Massachusetts, United States, North America",,1,Seed
Grant - Cambridge Mechatronics,https://www.crunchbase.com/funding_round/cambridge-mechatronics-grant--c41c563a,Cambridge Mechatronics,https://www.crunchbase.com/organization/cambridge-mechatronics,Grant,71429,EUR,81868,2019-01-01,"Consumer Electronics, Hardware, Information Technology, Manufacturing","Cambridge, Massachusetts, United States, North America",$1M to $10M,1,
Private Equity Round - The Learning Corp,https://www.crunchbase.com/funding_round/constant-therapy-private-equity--b255103e,The Learning Corp,https://www.crunchbase.com/organization/constant-therapy,Private Equity,27300000,USD,27300000,2019-01-01,"Assistive Technology, Education, Health Care, iOS, Medical","Boston, Massachusetts, United States, North America",,3,M&A
Pre Seed Round - PayDownHero,https://www.crunchbase.com/funding_round/paydownhero-pre-seed--65905923,PayDownHero,https://www.crunchbase.com/organization/paydownhero,Pre-Seed,150000,USD,150000,2019-01-01,FinTech,"Boston, Massachusetts, United States, North America",,3,Seed
Seed Round - Emerald,https://www.crunchbase.com/funding_round/emerald-af90-seed--ac3f2f30,Emerald,https://www.crunchbase.com/organization/emerald-af90,Seed,,,,2019-01-01,"Electronics, Health Care, Machine Learning, Sensor, Software","Cambridge, Massachusetts, United States, North America",,2,Seed
Pre Seed Round - Cascade.bio,https://www.crunchbase.com/funding_round/cascade-bio-pre-seed--e225d0d8,Cascade.bio,https://www.crunchbase.com/organization/cascade-bio,Pre-Seed,,,,2019-01-01,"Biotechnology, Health Care, Information Technology, Medical","Boston, Massachusetts, United States, North America",,2,Seed
Series B - Candel,https://www.crunchbase.com/funding_round/advantagene-series-b--956645ed,Candel,https://www.crunchbase.com/organization/advantagene,Series B,28700000,USD,28700000,2019-01-04,"Biotechnology, Genetics, Health Care, Health Diagnostics, Medical, Therapeutics","Needham, Massachusetts, United States, North America",$50M to $100M,5,Late Stage Venture
Series B - Ribon Therapeutics,https://www.crunchbase.com/funding_round/ribon-therapeutics-series-b--fa81f723,Ribon Therapeutics,https://www.crunchbase.com/organization/ribon-therapeutics,Series B,65000000,USD,65000000,2019-01-04,"Biotechnology, Health Care, Medical Device, Therapeutics","Lexington, Massachusetts, United States, North America",Less than $1M,3,Early Stage Venture
Series C - Sojournix,https://www.crunchbase.com/funding_round/sojournix-series-c--272f0f1b,Sojournix,https://www.crunchbase.com/organization/sojournix,Series C,44000000,USD,44000000,2019-01-04,"Biotechnology, Health Care, Medical","Arlington, Massachusetts, United States, North America",,3,Late Stage Venture
Series B - Tidelift,https://www.crunchbase.com/funding_round/tidelift-series-b--b4648039,Tidelift,https://www.crunchbase.com/organization/tidelift,Series B,25000000,USD,25000000,2019-01-07,"Developer Platform, Information Technology, Software","Boston, Massachusetts, United States, North America",$1M to $10M,2,Early Stage Venture
Series A - Apic Bio,https://www.crunchbase.com/funding_round/apic-bio-series-a--9388997f,Apic Bio,https://www.crunchbase.com/organization/apic-bio,Series A,40000000,USD,40000000,2019-01-07,"Biotechnology, Health Care, Life Science, Pharmaceutical","Cambridge, Massachusetts, United States, North America",,3,Early Stage Venture
Venture Round - Gradient A.I.,https://www.crunchbase.com/funding_round/gradient-a-i-series-unknown--00e06d50,Gradient A.I.,https://www.crunchbase.com/organization/gradient-a-i,Venture - Series Unknown,4953682,USD,4953682,2019-01-07,"Health Care, Insurance","Cambridge, Massachusetts, United States, North America",,2,Early Stage Venture
Grant - Tor Project,https://www.crunchbase.com/funding_round/tor-grant--224f64b9,Tor Project,https://www.crunchbase.com/organization/tor,Grant,460000,USD,460000,2019-01-11,"Government, Information Technology, Location Based Services, Messaging, Network Security, Project Management, Software","Cambridge, Massachusetts, United States, North America",$1M to $10M,2,
Pre Seed Round - Catch,https://www.crunchbase.com/funding_round/catchco-pre-seed--b866d868,Catch,https://www.crunchbase.com/organization/catchco,Pre-Seed,1000000,USD,1000000,2019-01-15,"FinTech, Freelance, Health Insurance, Insurance, Personal Finance, Retirement, Wealth Management","Boston, Massachusetts, United States, North America",,3,Seed
Funding Round - Everyday Life,https://www.crunchbase.com/funding_round/everyday-life-undisclosed--9dbf98fd,Everyday Life,https://www.crunchbase.com/organization/everyday-life,Funding Round,80000,USD,80000,2019-01-16,"Financial Services, FinTech, Insurance, InsurTech","Boston, Massachusetts, United States, North America",,2,Seed
Series A - First Light Diagnostics,https://www.crunchbase.com/funding_round/first-light-biosciences-series-a--0e6a7819,First Light Diagnostics,https://www.crunchbase.com/organization/first-light-biosciences,Series A,8250000,USD,8250000,2019-01-16,"Health Care, Information Technology, Medical","Bedford, Massachusetts, United States, North America",$1M to $10M,6,
Grant - Aquinnah Pharmaceuticals,https://www.crunchbase.com/funding_round/aquinnah-pharmaceuticals-grant--43659f85,Aquinnah Pharmaceuticals,https://www.crunchbase.com/organization/aquinnah-pharmaceuticals,Grant,750000,USD,750000,2019-01-17,"Health Care, Hospital, Medical, Pharmaceutical","Cambridge, Massachusetts, United States, North America",$1M to $10M,5,
Venture Round - Windgap Medical,https://www.crunchbase.com/funding_round/windgap-medical-series-unknown--c2a7b6e6,Windgap Medical,https://www.crunchbase.com/organization/windgap-medical,Venture - Series Unknown,12151193,USD,12151193,2019-01-17,"Health Care, Manufacturing, Medical, Pharmaceutical","Somerville, Massachusetts, United States, North America",Less than $1M,10,
Equity Crowdfunding - KingsCrowd,https://www.crunchbase.com/funding_round/kingscrowd-equity-crowdfunding--a36dbad2,KingsCrowd,https://www.crunchbase.com/organization/kingscrowd,Equity Crowdfunding,45696,USD,45696,2019-01-19,"Analytics, Artificial Intelligence, Financial Services, Venture Capital","Boston, Massachusetts, United States, North America",$1M to $10M,6,
Series A - Day Zero Diagnostics,https://www.crunchbase.com/funding_round/day-zero-diagnostics-series-a--0cf8bc11,Day Zero Diagnostics,https://www.crunchbase.com/organization/day-zero-diagnostics,Series A,8600000,USD,8600000,2019-01-23,"Health Care, Health Diagnostics, Medical Device","Allston, Massachusetts, United States, North America",,4,Early Stage Venture
Corporate Round - Windgap Medical,https://www.crunchbase.com/funding_round/windgap-medical-corporate-round--16d9fb52,Windgap Medical,https://www.crunchbase.com/organization/windgap-medical,Corporate Round,,,,2019-01-25,"Health Care, Manufacturing, Medical, Pharmaceutical","Somerville, Massachusetts, United States, North America",Less than $1M,10,
Seed Round - AirWorks,https://www.crunchbase.com/funding_round/airworks-seed--c331ec9d,AirWorks,https://www.crunchbase.com/organization/airworks,Seed,2300000,USD,2300000,2019-01-25,"Artificial Intelligence, Construction, Information Technology, Intelligent Systems, Machine Learning, Software","Cambridge, Massachusetts, United States, North America",,3,Seed
Series A - Carbon Relay,https://www.crunchbase.com/funding_round/carbon-relay-series-a--3eb17efb,Carbon Relay,https://www.crunchbase.com/organization/carbon-relay,Series A,5000000,USD,5000000,2019-01-29,"Artificial Intelligence, Developer Tools, Information Technology","Boston, Massachusetts, United States, North America",$1M to $10M,2,Early Stage Venture
Grant - MassChallenge,https://www.crunchbase.com/funding_round/masschallenge-grant--d0d2b9bd,MassChallenge,https://www.crunchbase.com/organization/masschallenge,Grant,2500000,USD,2500000,2019-01-30,"Finance, Financial Services, Social Entrepreneurship, Social Impact","Boston, Massachusetts, United States, North America",$1B to $10B,2,
Seed Round - The Ayurveda Experience,https://www.crunchbase.com/funding_round/the-ayurveda-experience-seed--c1657eba,The Ayurveda Experience,https://www.crunchbase.com/organization/the-ayurveda-experience,Seed,,,,2019-01-30,"Alternative Medicine, Health Care","Boston, Massachusetts, United States, North America",,2,
Seed Round - X-COR Therapeutics,https://www.crunchbase.com/funding_round/x-cor-therapeutics-seed--3d595a2a,X-COR Therapeutics,https://www.crunchbase.com/organization/x-cor-therapeutics,Seed,200000,USD,200000,2019-01-31,"Health Care, Medical Device","Allston, Massachusetts, United States, North America",,1,Seed
Seed Round - Breiter Planet Properties,https://www.crunchbase.com/funding_round/breiter-planet-properties-seed--ff4488b5,Breiter Planet Properties,https://www.crunchbase.com/organization/breiter-planet-properties,Seed,,,,2019-02-01,"Asset Management, Clean Energy, Commercial Real Estate, Energy, Finance, Real Estate, Real Estate Investment, Renewable Energy, Solar, Venture Capital","Boston, Massachusetts, United States, North America",,2,
Angel Round - WorkAround,https://www.crunchbase.com/funding_round/workaround-2944-angel--e9ceb7fa,WorkAround,https://www.crunchbase.com/organization/workaround-2944,Angel,,,,2019-02-01,"Education, Information Technology, Internet, Internet of Things, Small and Medium Businesses","Boston, Massachusetts, United States, North America",,4,Seed
Pre Seed Round - UptimeHealth,https://www.crunchbase.com/funding_round/uptimehealth-pre-seed--40cb61b2,UptimeHealth,https://www.crunchbase.com/organization/uptimehealth,Pre-Seed,,,,2019-02-04,"Health Care, Information Technology, SaaS, Software","Boston, Massachusetts, United States, North America",Less than $1M,3,Seed
Pre Seed Round - LuminDx,https://www.crunchbase.com/funding_round/lumindx-pre-seed--26fa217a,LuminDx,https://www.crunchbase.com/organization/lumindx,Pre-Seed,,,,2019-02-04,"Artificial Intelligence, Health Care, Medical","Boston, Massachusetts, United States, North America",Less than $1M,1,Seed
Private Equity Round - Quick Base,https://www.crunchbase.com/funding_round/quickbase-private-equity--7cd9652e,Quick Base,https://www.crunchbase.com/organization/quickbase,Private Equity,,,,2019-02-05,"Apps, Data Integration, Developer Tools, Enterprise Software, Information Technology, Internet, IT Management, Mobile Apps, Software, Task Management","Cambridge, Massachusetts, United States, North America",,1,M&A
Pre Seed Round - Polaris Mobility,https://www.crunchbase.com/funding_round/polaris-mobility-pre-seed--3f64d168,Polaris Mobility,https://www.crunchbase.com/organization/polaris-mobility,Pre-Seed,765000,USD,765000,2019-02-05,"Health Care, Hospital, Medical, Ride Sharing, Transportation","Boston, Massachusetts, United States, North America",,1,Seed
Series C - Centage,https://www.crunchbase.com/funding_round/centage-corporation-series-c--ebf40375,Centage,https://www.crunchbase.com/organization/centage-corporation,Series C,8500000,USD,8500000,2019-02-07,"Business Intelligence, Financial Services, Software, Task Management","Natick, Massachusetts, United States, North America",$10M to $50M,3,Late Stage Venture
Private Equity Round - eCare Vault,https://www.crunchbase.com/funding_round/ecare-vault-private-equity--dc5202d1,eCare Vault,https://www.crunchbase.com/organization/ecare-vault,Private Equity,,,,2019-02-07,"Education, Health Care, Information Technology, Software","Boston, Massachusetts, United States, North America",Less than $1M,3,Private Equity
Pre Seed Round - Hemista,https://www.crunchbase.com/funding_round/hemista-pre-seed--f9028f04,Hemista,https://www.crunchbase.com/organization/hemista,Pre-Seed,100000,USD,100000,2019-02-10,"Financial Services, FinTech, Wealth Management","Boston, Massachusetts, United States, North America",,1,Seed
Series B - Lyndra Therapeutics,https://www.crunchbase.com/funding_round/lyndra-inc-series-b--697a68fd,Lyndra Therapeutics,https://www.crunchbase.com/organization/lyndra-inc,Series B,60900000,USD,60900000,2019-02-11,"Biotechnology, Clinical Trials, Health Care, Pharmaceutical","Watertown, Massachusetts, United States, North America",$1M to $10M,4,Early Stage Venture
Seed Round - Laudio,https://www.crunchbase.com/funding_round/laudio-seed--1dc0bbca,Laudio,https://www.crunchbase.com/organization/laudio,Seed,1749999,USD,1749999,2019-02-14,"Health Care, SaaS","Boston, Massachusetts, United States, North America",,2,Early Stage Venture
Series B - Vicarious Surgical,https://www.crunchbase.com/funding_round/vicarious-surgical-series-b--d33a13ea,Vicarious Surgical,https://www.crunchbase.com/organization/vicarious-surgical,Series B,10000000,USD,10000000,2019-02-14,"Health Care, Medical, Software, Virtual Reality","Cambridge, Massachusetts, United States, North America",$1M to $10M,4,Early Stage Venture
Series A - Vor Biopharma,https://www.crunchbase.com/funding_round/vor-biopharma-series-a--0ffec5c6,Vor Biopharma,https://www.crunchbase.com/organization/vor-biopharma,Series A,42000000,USD,42000000,2019-02-14,"Biotechnology, Health Care, Pharmaceutical","Boston, Massachusetts, United States, North America",,1,Early Stage Venture
Seed Round - 1upHealth,https://www.crunchbase.com/funding_round/1uphealth-seed--77f9a894,1upHealth,https://www.crunchbase.com/organization/1uphealth,Seed,2380000,USD,2380000,2019-02-14,"Health Care, Hospital","Boston, Massachusetts, United States, North America",,2,Early Stage Venture
"Pre Seed Round - SmileML, Inc.",https://www.crunchbase.com/funding_round/smileml-inc-pre-seed--b75c0ce5,"SmileML, Inc.",https://www.crunchbase.com/organization/smileml-inc,Pre-Seed,120000,USD,120000,2019-02-16,"Artificial Intelligence, Information Technology","Boston, Massachusetts, United States, North America",,1,Seed
Angel Round - ThinkGenetic,https://www.crunchbase.com/funding_round/thinkgenetic-angel--5962a11c,ThinkGenetic,https://www.crunchbase.com/organization/thinkgenetic,Angel,1500000,USD,1500000,2019-02-19,"Biotechnology, Health Care, Medical","Sudbury, Massachusetts, United States, North America",Less than $1M,1,Seed
Venture Round - Nasuni,https://www.crunchbase.com/funding_round/nasuni-series-unknown--be9b33de,Nasuni,https://www.crunchbase.com/organization/nasuni,Venture - Series Unknown,25000000,USD,25000000,2019-02-19,"Cloud Data Services, Cloud Storage, Data Storage, Enterprise Software, File Sharing, Information Technology, SaaS","Boston, Massachusetts, United States, North America",$10M to $50M,10,
Grant - Cortico,https://www.crunchbase.com/funding_round/cortico-grant--ac5df156,Cortico,https://www.crunchbase.com/organization/cortico,Grant,2000000,USD,2000000,2019-02-19,"Information Technology, Non Profit","Cambridge, Massachusetts, United States, North America",,2,
Seed Round - Digital Onboarding,https://www.crunchbase.com/funding_round/salesbrief-seed--b1af7be5,Digital Onboarding,https://www.crunchbase.com/organization/salesbrief,Seed,1080000,USD,1080000,2019-02-21,"Banking, Digital Marketing, Financial Services, FinTech, SaaS, Small and Medium Businesses","Boston, Massachusetts, United States, North America",Less than $1M,3,Early Stage Venture
Post-IPO Debt - Ocular Therapeutix,https://www.crunchbase.com/funding_round/ocular-therapeutix-post-ipo-debt--cf1ae633,Ocular Therapeutix,https://www.crunchbase.com/organization/ocular-therapeutix,Post-IPO Debt,37500000,USD,37500000,2019-03-01,"Biotechnology, Health Care, Medical Device","Bedford, Massachusetts, United States, North America",Less than $1M,8,IPO
"Pre Seed Round - IndustrialML, Inc.",https://www.crunchbase.com/funding_round/industrialml-inc-pre-seed--ea0dba55,"IndustrialML, Inc.",https://www.crunchbase.com/organization/industrialml-inc,Pre-Seed,,,,2019-03-01,"Artificial Intelligence, Education, Information Technology, Software","Boston, Massachusetts, United States, North America",,1,Seed
Seed Round - n-Powered,https://www.crunchbase.com/funding_round/n-powered-seed--eaa1abc3,n-Powered,https://www.crunchbase.com/organization/n-powered,Seed,750000,USD,750000,2019-03-01,"Artificial Intelligence, Education, Higher Education, Information Technology, PaaS, SaaS","Boston, Massachusetts, United States, North America",,2,Seed
Pre Seed Round - Lazarus,https://www.crunchbase.com/funding_round/lazarus-enterprises-2-pre-seed--0b29e283,Lazarus,https://www.crunchbase.com/organization/lazarus-enterprises-2,Pre-Seed,150000,USD,150000,2019-03-01,"Artificial Intelligence, Health Care, Health Diagnostics, Machine Learning","Cambridge, Massachusetts, United States, North America",Less than $1M,3,
Venture Round - Profility,https://www.crunchbase.com/funding_round/profility-series-unknown--2a7e10f8,Profility,https://www.crunchbase.com/organization/profility,Venture - Series Unknown,180000,USD,180000,2019-03-01,"Health Care, Life Science","Boston, Massachusetts, United States, North America",$1M to $10M,3,
Series A - FutureFuel.io,https://www.crunchbase.com/funding_round/futurefuel-series-a--02f269bc,FutureFuel.io,https://www.crunchbase.com/organization/futurefuel,Series A,11200000,USD,11200000,2019-03-06,"Financial Services, FinTech, Personal Finance","Boston, Massachusetts, United States, North America",$1M to $10M,3,Early Stage Venture
Seed Round - LinkSquares,https://www.crunchbase.com/funding_round/linksquares-seed--74a1b587,LinkSquares,https://www.crunchbase.com/organization/linksquares,Seed,4800000,USD,4800000,2019-03-07,"Artificial Intelligence, Consulting, Contact Management, Information Technology, Internet, Legal, Legal Tech, Machine Learning, SaaS, Software","Boston, Massachusetts, United States, North America",Less than $1M,4,Early Stage Venture
Pre Seed Round - True-Tickets,https://www.crunchbase.com/funding_round/true-tickets-pre-seed--7dc08c35,True-Tickets,https://www.crunchbase.com/organization/true-tickets,Pre-Seed,530000,USD,530000,2019-03-10,"B2B, Blockchain, Information Technology, PaaS, SaaS, Ticketing","Boston, Massachusetts, United States, North America",,4,Seed
Pre Seed Round - Knox Financial,https://www.crunchbase.com/funding_round/knox-financial-pre-seed--52d763c8,Knox Financial,https://www.crunchbase.com/organization/knox-financial,Pre-Seed,1400000,USD,1400000,2019-03-11,"Financial Services, FinTech, Real Estate, Rental Property","Boston, Massachusetts, United States, North America",$1M to $10M,2,Seed
Seed Round - Droplette,https://www.crunchbase.com/funding_round/droplette-seed--63355bed,Droplette,https://www.crunchbase.com/organization/droplette,Seed,,,,2019-03-11,Health Care,"Cambridge, Massachusetts, United States, North America",,3,Seed
Series A - Trux,https://www.crunchbase.com/funding_round/trux-inc-series-a--178ccdb1,Trux,https://www.crunchbase.com/organization/trux-inc,Series A,10000000,USD,10000000,2019-03-11,"Communities, Construction, Information Technology","Waltham, Massachusetts, United States, North America",$1M to $10M,5,Early Stage Venture
Series D - TriNetX,https://www.crunchbase.com/funding_round/trinetx-series-d--45ac0682,TriNetX,https://www.crunchbase.com/organization/trinetx,Series D,40000000,USD,40000000,2019-03-13,"Analytics, Big Data, Clinical Trials, Health Care, Hospital, Pharmaceutical","Cambridge, Massachusetts, United States, North America",$1M to $10M,2,Late Stage Venture
Seed Round - GeoPredict,https://www.crunchbase.com/funding_round/geopredict-seed--595db82e,GeoPredict,https://www.crunchbase.com/organization/geopredict,Seed,,,,2019-03-15,"Energy Efficiency, Enterprise Software, Information Technology","Boston, Massachusetts, United States, North America",,2,Seed
Series C - GrabCAD,https://www.crunchbase.com/funding_round/grabcad-series-c--fecea8c5,GrabCAD,https://www.crunchbase.com/organization/grabcad,Series C,14000000,USD,14000000,2019-03-15,"CAD, Communities, Finance, Software","Cambridge, Massachusetts, United States, North America",$1M to $10M,7,M&A
Seed Round - XGenomes Corp.,https://www.crunchbase.com/funding_round/xgenomes-seed--e2a982c4,XGenomes Corp.,https://www.crunchbase.com/organization/xgenomes,Seed,,,,2019-03-18,"Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States, North America",,3,Seed
Seed Round - Webgears,https://www.crunchbase.com/funding_round/webgears-e54c-seed--ddc2a69a,Webgears,https://www.crunchbase.com/organization/webgears-e54c,Seed,2000000,USD,2000000,2019-03-18,"Computer, Consumer Electronics, CRM, Information Technology, Manufacturing","Boston, Massachusetts, United States, North America",,2,Seed
Series B - Karuna Therapeutics,https://www.crunchbase.com/funding_round/karuna-pharmaceuticals-series-b--0669a316,Karuna Therapeutics,https://www.crunchbase.com/organization/karuna-pharmaceuticals,Series B,68000000,USD,68000000,2019-03-18,"Biotechnology, Health Care, Pharmaceutical","Boston, Massachusetts, United States, North America",$1M to $10M,4,IPO
Series B - Imara,https://www.crunchbase.com/funding_round/imara-series-b--5b1f4525,Imara,https://www.crunchbase.com/organization/imara,Series B,63000000,USD,63000000,2019-03-18,"Biopharma, Biotechnology, Collaboration, Genetics, Health Care, Therapeutics","Cambridge, Massachusetts, United States, North America",$1M to $10M,3,IPO
Seed Round - GeoPredict,https://www.crunchbase.com/funding_round/geopredict-seed--b546187b,GeoPredict,https://www.crunchbase.com/organization/geopredict,Seed,150000,USD,150000,2019-03-18,"Energy Efficiency, Enterprise Software, Information Technology","Boston, Massachusetts, United States, North America",,2,Seed
Seed Round - Community Phone,https://www.crunchbase.com/funding_round/community-phone-seed--43e39224,Community Phone,https://www.crunchbase.com/organization/community-phone,Seed,150000,USD,150000,2019-03-18,"Information Technology, Telecommunications","Allston, Massachusetts, United States, North America",Less than $1M,3,Seed
Seed Round - Centaur Labs,https://www.crunchbase.com/funding_round/centaur-labs-seed--61883877,Centaur Labs,https://www.crunchbase.com/organization/centaur-labs,Seed,150000,USD,150000,2019-03-18,Health Care,"Boston, Massachusetts, United States, North America",,3,Seed
Seed Round - Pyxai,https://www.crunchbase.com/funding_round/pyxai-seed--ca6106ea,Pyxai,https://www.crunchbase.com/organization/pyxai,Seed,150000,USD,150000,2019-03-18,"Human Resources, Information Technology, Recruiting, Software","Boston, Massachusetts, United States, North America",,1,Seed
Series A - LogRocket,https://www.crunchbase.com/funding_round/logrocket-series-a--824e6e78,LogRocket,https://www.crunchbase.com/organization/logrocket,Series A,11000000,USD,11000000,2019-03-21,"Information Services, Information Technology, Network Security, Software, UX Design, Video","Boston, Massachusetts, United States, North America",$1M to $10M,3,Early Stage Venture
Seed Round - Catch,https://www.crunchbase.com/funding_round/catchco-seed--9d108561,Catch,https://www.crunchbase.com/organization/catchco,Seed,7100000,USD,7100000,2019-03-21,"FinTech, Freelance, Health Insurance, Insurance, Personal Finance, Retirement, Wealth Management","Boston, Massachusetts, United States, North America",,3,Seed
Grant - Sherlock Biosciences,https://www.crunchbase.com/funding_round/sherlock-biosciences-grant--ec25b30a,Sherlock Biosciences,https://www.crunchbase.com/organization/sherlock-biosciences,Grant,17500000,USD,17500000,2019-03-22,Health Care,"Cambridge, Massachusetts, United States, North America",,2,Early Stage Venture
Seed Round - Cascade.bio,https://www.crunchbase.com/funding_round/cascade-bio-seed--bcf0591c,Cascade.bio,https://www.crunchbase.com/organization/cascade-bio,Seed,,,,2019-03-23,"Biotechnology, Health Care, Information Technology, Medical","Boston, Massachusetts, United States, North America",,2,Seed
Seed Round - Concrete Sensors,https://www.crunchbase.com/funding_round/concrete-sensors-seed--15ef4503,Concrete Sensors,https://www.crunchbase.com/organization/concrete-sensors,Seed,,,,2019-03-25,"Information Services, Information Technology, Software","Boston, Massachusetts, United States, North America",$1M to $10M,5,M&A
Pre Seed Round - AdaViv,https://www.crunchbase.com/funding_round/adaviv-pre-seed--ad623119,AdaViv,https://www.crunchbase.com/organization/adaviv,Pre-Seed,,,,2019-03-26,"AgTech, Artificial Intelligence, Environmental Engineering, Information Technology, Machine Learning, Robotics","Boston, Massachusetts, United States, North America",,2,Seed
Post-IPO Debt - Aldeyra Therapeutics,https://www.crunchbase.com/funding_round/aldeyra-therapeutics-post-ipo-debt--7eea5afb,Aldeyra Therapeutics,https://www.crunchbase.com/organization/aldeyra-therapeutics,Post-IPO Debt,60000000,USD,60000000,2019-03-26,"Biotechnology, Developer Platform, Health Care, Therapeutics","Burlington, Massachusetts, United States, North America",Less than $1M,2,IPO
Series C - MineralTree,https://www.crunchbase.com/funding_round/mineraltree-series-c--54a635e1,MineralTree,https://www.crunchbase.com/organization/mineraltree,Series C,50000000,USD,50000000,2019-03-27,"Accounting, Banking, Finance, Financial Services, FinTech, Payments, SaaS, Software","Cambridge, Massachusetts, United States, North America",$1M to $10M,4,Late Stage Venture
Series A - Hyalex Orthopaedics,https://www.crunchbase.com/funding_round/hyalex-orthopaedics-series-a--29259fb0,Hyalex Orthopaedics,https://www.crunchbase.com/organization/hyalex-orthopaedics,Series A,17000000,USD,17000000,2019-03-28,"Health Care, Medical, Medical Device","Lexington, Massachusetts, United States, North America",,2,Early Stage Venture
Series B - Inivata,https://www.crunchbase.com/funding_round/inivata-series-b--55e12864,Inivata,https://www.crunchbase.com/organization/inivata,Series B,52600000,USD,52600000,2019-03-28,"Biotechnology, Genetics, Health Care, Medical Device","Cambridge, Massachusetts, United States, North America",$10M to $50M,3,Early Stage Venture
Series A - Elicio Therapeutics,https://www.crunchbase.com/funding_round/elicio-therapeutics-series-a--72c151ba,Elicio Therapeutics,https://www.crunchbase.com/organization/elicio-therapeutics,Series A,30000000,USD,30000000,2019-03-29,"Biotechnology, Health Care, Medical, Therapeutics","Cambridge, Massachusetts, United States, North America",,2,Early Stage Venture
Series C - Candel,https://www.crunchbase.com/funding_round/advantagene-series-c--30c6f5d3,Candel,https://www.crunchbase.com/organization/advantagene,Series C,22500000,USD,22500000,2019-04-01,"Biotechnology, Genetics, Health Care, Health Diagnostics, Medical, Therapeutics","Needham, Massachusetts, United States, North America",$50M to $100M,5,Late Stage Venture
Series A - PaxeraHealth,https://www.crunchbase.com/funding_round/paxeramed-corp-series-a--106acfe4,PaxeraHealth,https://www.crunchbase.com/organization/paxeramed-corp,Series A,,,,2019-04-01,"Dental, Health Care, Hospital, Information Technology","Newton, Massachusetts, United States, North America",$1M to $10M,2,Early Stage Venture
Pre Seed Round - Localisity,https://www.crunchbase.com/funding_round/localisity-pre-seed--19ded69f,Localisity,https://www.crunchbase.com/organization/localisity,Pre-Seed,,,,2019-04-01,"E-Commerce, Information Technology, Internet","Boston, Massachusetts, United States, North America",,2,Seed
Seed Round - BlinkAI,https://www.crunchbase.com/funding_round/blinkai-seed--d2473ff6,BlinkAI,https://www.crunchbase.com/organization/blinkai,Seed,2000000,USD,2000000,2019-04-01,"Artificial Intelligence, Computer, Information Technology, Machine Learning, Software","Boston, Massachusetts, United States, North America",,2,Seed
Seed Round - AirWorks,https://www.crunchbase.com/funding_round/airworks-seed--e433e40e,AirWorks,https://www.crunchbase.com/organization/airworks,Seed,250000,USD,250000,2019-04-01,"Artificial Intelligence, Construction, Information Technology, Intelligent Systems, Machine Learning, Software","Cambridge, Massachusetts, United States, North America",,3,Seed
Convertible Note - Surround Insurance,https://www.crunchbase.com/funding_round/surround-insurance-convertible-note--f5f16126,Surround Insurance,https://www.crunchbase.com/organization/surround-insurance,Convertible Note,,,,2019-04-02,"Financial Services, FinTech, Insurance, InsurTech","Cambridge, Massachusetts, United States, North America",,2,Seed
Seed Round - DynamiCare Health,https://www.crunchbase.com/funding_round/dynamicare-health-seed--8d524e93,DynamiCare Health,https://www.crunchbase.com/organization/dynamicare-health,Seed,4100000,USD,4100000,2019-04-02,Health Care,"Boston, Massachusetts, United States, North America",Less than $1M,2,Seed
Series D - Aura Biosciences,https://www.crunchbase.com/funding_round/aura-biosciences-series-d--fd8a6886,Aura Biosciences,https://www.crunchbase.com/organization/aura-biosciences,Series D,40000000,USD,40000000,2019-04-02,"Biotechnology, Health Care, Pharmaceutical","Cambridge, Massachusetts, United States, North America",$1M to $10M,9,Late Stage Venture
Series A - Cambridge Blockchain,https://www.crunchbase.com/funding_round/cambridge-blockchain-series-a--a84cc985,Cambridge Blockchain,https://www.crunchbase.com/organization/cambridge-blockchain,Series A,3500000,USD,3500000,2019-04-02,"Blockchain, Cyber Security, Financial Services, Identity Management, Information Technology, Privacy, Software","Cambridge, Massachusetts, United States, North America",Less than $1M,4,Early Stage Venture
